Period,Nationality,Level,Composer,Piece Name,Book's name,future,time,future,14,13,12,11,10,09,08,07,06,05,04,03,02,01,00,99,98,97,96,95,94,93
01 Anna,German,Junior,Bach,March in D Major BWV Anh 122,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.18-19: 22 bars ",,,,,12bJR3,,,,,,bJR,,bJR,,bJR,,,3A,,bJR,,,4A,,
01 Anna,German,Elementary,Bach,Minuet in G Major BWV Anh 114,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.20-21: 32 bars ",,,,,11bELE3,,,,,,bJR,,,,bJR,,,,,bJR,,,,3A,
01 Anna,German,Elementary,Bach,Minuet in G Minor BWV Anh 115,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.22-23: 32 bars ",,,,,11bELE4,,,,,,bJR,,,,bJR,,,,2A,bJR,,2A,,,
01 Anna,German,Junior,Bach,March in G Major BWV Anh 124,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.24-25: 22 bars ",,,,,12bJR4,,,,,,bJR,,bJR,,bJR,,,,,bJR,,,,,
01 Anna,German,Elementary,Bach,Minuet in D Minor BWV Anh 132,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.26-27:  (repeat the first 8 bars, to make this a total of 32 bars)",,,,,11bELE5,,,,,,bJR,,bJR,,bJR,,,,,bJR,,,,,
01 Anna,German,Junior,Bach,March in E Flat Major BWV Anh 127,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.28-29: 28 bars ",,,,,12bJR5,,,,,,bJR,,bJR,,bJR,,4A,,,bJR,,,,,
01 Anna,German,Elementary,Bach,Minuet in C Minor BWV Anh 121,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.30-31: 24 bars ",,,,,11bELE6,,,,,,bJR,,bJR,,bJR,,,,,bJR,,,,,
01 Anna,German,Junior,Bach,Polonaise in G Minor BWV Anh 125,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.38-39: 24 bars ",,,,,12bJR6,,,,,,bJR,,bJR,,bJR,,,,,bJR,,4A,,,
01 Anna,German,Elementary,Bach,Polonaise BWV Anh 119 in G Minor,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.7 (repeat the first 4 bars, to make this a total of 20 bars)",,,,,11bELE1,,,,,,bJR,,bJR,,bJR,,,,,bJR,,,3A,,
01 Anna,German,Junior,Bach,Minuet in G Major BWV Anh 116,"J.S. Bach Selections from Anna Magdalena's Notebook, AP605, p.8-9: 40 bars ",,,,,12bJR1,,,,,,bJR,,bJR,,bJR,3A,,,,bJR,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 934 in C Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.11-12 No repeat, 40 bars",,,,12bJR3,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 935 in D Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.12-13, 48 bars",,,,004A,,,,,bINT,,,,,,,,,,,,,,,,5A
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 933 in C Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.16-17",,,,,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 938 in E Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.18-19 No repeats, 48 bars",,,,12bJR4,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 936 in D Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.20",,,,,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 939 in C Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.20, 16 bars",,,,003A,,,,,3A,,,,,,,,,,,,,,,,
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 937 in E Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.22",,,,,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 941 in E Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.22, 22 bars",,,,12bJR5,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 926 in D Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.2-3, 48 bars",,,,12bJR1,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 999 in C Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.26-27, 43 bars",,,,12bJR6,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 942 in A Minor,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.29",,,,,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 943 in C Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.30",,,,,,,,,bINT,,,,,,,,,,,,,,,,
02 Preludio,German,Junior,Bach,Little Preludes BWV 927 in F Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.4, 15 bars",,,,12bJR2,,,,,,,,,4A,,4A,,,4A,,,,,,,
02 Preludio,German,Intermediate,Bach,Little Preludes BWV 924 in C Major,"Little Preludes and Fughettas, G. Henle #HN106, HL.51480106, P.7",,,,,,,,,bINT,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 847, WTC Bk.1 #2 in C Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, p.10-11",,2,,,15bADV1b,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 866, WTC Bk.1 #21 in B Flat Major","The Well-Tempered Clavier BWV 846-869,  #HN15, p.104-105",,2,,,15bADV5a,,,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 866, WTC Bk.1 #21 in B Flat Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.106-7",,2,,,15bADV5b,,,,,,bADV,,,7A,,,,,,,,,,,
,German,Advanced,Bach,"Prelude BWV 868, WTC Bk.1, #23 in B Major","The Well-Tempered Clavier BWV 846-869,  #HN15, p.112-113",,,,,15bADV6a,,,,,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 868, WTC Bk.1 #23 in B Major","The Well-Tempered Clavier BWV 846-869,  #HN15, p.114-115",,,,,15bADV6b,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 851, WTC Bk.1 #6 in D Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, p.28-29",,2,,,15bADV2a,,,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 851, WTC Bk.1 #6 in D Minor ","The Well-Tempered Clavier BWV 846-869,  #HN15, p.30-31",,2,,,15bADV2b,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 852, WTC Bk.1 #7 in E Flat Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.32-33",,,,,,,1bADV2.1,,,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 852, WTC Bk.1 #7 in E Flat Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.34-35",,,,,,,1bADV2.2,,,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 853, WTC Bk.1 #8 in E Flat Minor ","The Well-Tempered Clavier BWV 846-869,  #HN15, P.40-41",,,14'bADV,,,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 854, WTC Bk.1 #9 in E Major","The Well-Tempered Clavier BWV 846-869,  #HN15, p.44-45",,2,,,15bADV3a,,,,,,bSR,,,,,,,,,,,,,,
,German,Advanced,Bach,"Fugue BWV 854, WTC Bk.1 #9 in E Major ","The Well-Tempered Clavier BWV 846-869,  #HN15, p.46-47",,2,,,15bADV3b,,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Prelude BWV 846, WTC Bk.1 #1 in C Major","The Well-Tempered Clavier BWV 846-869,  #HN15, p.4-7",,,,,,,1bADV1.1,,,,,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 855,  WTC Bk.1 #10 in E Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, P.48-49",,,,,,,1bADV3.1,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 855, WTC Bk.1 #10 in E Minor ","The Well-Tempered Clavier BWV 846-869,  #HN15, P.50-51",,,,,,,1bADV3.2,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 856, WTC Bk.1 #11 in F Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.54-55",,,,,,,1bADV4.1,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 856, WTC Bk.1 #11 in F Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.56-57",,,,,,,1bADV4.2,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 857, WTC Bk.1 #12 in F Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, P.58-59",,,14,,,,1bADV5.1,,,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 857, WTC Bk.1 #12 in F Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, P.60-61",,,,,,,1bADV5.2,,,,,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 858, WTC Bk.1 #13 in F# Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.64-65",,,14,,,,1bADV6.1,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 858, WTC Bk.1 #13 in F# Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.66-67",,,,,,,1bADV6.2,,,,bADV,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 846, WTC Bk.1 #1 in C Major","The Well-Tempered Clavier BWV 846-869,  #HN15, P.6-7",,,,,,,1bADV1.2,,,,bADV0,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 859, WTC Bk.1 #14 in F# Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, P.68-69",,,14,,,,,,,,bSR,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 861, WTC Bk.1 #16 in G Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, p.78-79",,2.5,,,15bADV4a,,,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 861, WTC Bk.1 #16 in G Minor ","The Well-Tempered Clavier BWV 846-869,  #HN15, p.80-81",,2,,,15bADV4b,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 847, WTC Bk.1 #2 in C Minor","The Well-Tempered Clavier BWV 846-869,  #HN15, p.8-9",,2,,,15bADV1a,,,,,,bSR,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 870, WTC Bk.2 #01 in C Major","The Well-Tempered Clavier BWV 870-893,  #HN17",,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 848, WTC Bk.1 #3 in C# Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.10-11",,,14,15bADV1a,,,,,,,bSR,,,8A.1,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 848, WTC Bk.1 #3 in C# Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.12-15",,,14'bADV,15bADV1b,,,,,,,bADV,8A,,8A.2,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 850, WTC Bk.1 #5 in D Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.22-23",,,14,15bADV2a,,,,,,,bSR,,,,,,,,,,,8A.1,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 850, WTC Bk.1 #5 in D Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.24-25",,,14'bADV,15bADV2b,,,,,,,bADV,,,,,,,,,,,8A.2,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 860, WTC Bk.1 #15 in G Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.70-71",,,14,15bADV3a,,,,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 860, WTC Bk.1, #15 in G Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.72-75",,,,15bADV3b,,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 862, WTC Bk.1 #17 in A Flat Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.80-81",,,14,15bADV4a,,,,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 862, WTC Bk.1, #17 in Ab Major","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.82-83",,,,15bADV4b,,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 863, WTC Bk.1 #18 in G# Minor","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.84-85",,,,15bADV5a,,,,,,,bSR,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 863, WTC Bk.1, #18 in G# Minor","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.86-87",,,,15bADV5b,,,,,,,bADV,,,,,,,,,,,,,,
09 Prelude,German,Advanced,Bach,"Prelude BWV 865, WTC Bk.1 #20 in A Minor","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.94-95",,,14,15bADV6a,,,,,,,bSR,,,,,,,,,,,,,,
,German,Advanced,Bach,"Fugue BWV 865, WTC Bk.1, #20 in A Minor","The Well-Tempered Clavier Part I, BWV 846-869,  #HN15, P.96-101",,,,15bADV6b,,,,,,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 870, WTC Bk.2 #1 in C Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 871, WTC Bk.2 #2 in C Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 872, WTC Bk.2 #3 in C# Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 873, WTC Bk.2 #4 in C# Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 874, WTC Bk.2 #5 in D Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 875, WTC Bk.2 #6 in D Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 884, WTC Bk.2 #15 in G Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,8A.2,,,,,,,8A.2
10 Fugue,German,Advanced,Bach,"Fugue BWV 889, WTC Bk.2 #20 in A Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,"Fugue BWV 893, WTC Bk.2 #24 in B Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p",,,,,,,,,bADV,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Prelude BWV 876, WTC Bk.2 #07 in E Flat Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.32-33",,,,,,15bADV1.1,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Fugue BWV 876, WTC Bk.2 #7 in E Flat Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.34-35",,,,,,15bADV1.2,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Prelude BWV 877, WTC Bk.2 #08 in E Flat Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.36-38",,,,,,15bADV2.1,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Fugue BWV 877, WTC Bk.2 #8 in E Flat Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.39-41",,,,,,15bADV2.2,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Prelude BWV 878, WTC Bk.2 #09 in E Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.42-43",,,,,,15bADV3.1,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Fugue BWV 878, WTC Bk.2 #9 in E Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.44-45",,,,,,15bADV3.2,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Prelude BWV 879, WTC Bk.2 #10 in E Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.46-49",,,,,,15bADV4.1,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Fugue BWV 879, WTC Bk.2 #10 in E Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.50-53",,,,,,15bADV4.2,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Prelude BWV 880, WTC Bk.2 #11 in F Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.54-56",,,,,,15bADV5.1,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Advanced,Bach,"Fugue BWV 880, WTC Bk.2 #11 in F Major","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.57-59",,,,,,15bADV5.2,,,,,,,,,,,,,,,,,,,
11 Pre & Fugue,German,Senior,Bach,"Prelude BWV 881, WTC Bk.2 #12 in F Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.60-",,,,,,,,,bSR,,,,7A,,,8A,,8A.1,,,8A,,,,8A.1
11 Pre & Fugue,German,Advanced,Bach,"Fugue BWV 881, WTC Bk.2 #12 in F Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.60-64",,,,,,,,,bADV,,,,,,,8A,,,,,8A,,,,
,German,Advanced,Bach,"Prelude BWV 883, WTC Bk.2 #14 in F# Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.72-73",,,,,,15bADV6.1,,,,,,,,,,,,,,,,,,,
,German,Advanced,Bach,"Fugue BWV 883, WTC Bk.2 #14 in F# Minor","The Well-Tempered Clavier, Part II BWV 870-893, #HN258, HL.51480258, p.74-77",,,,,,15bADV6.2,,,,,,,,,,,,,,,,,,,
08 Partita,German,Senior,Bach,"Partita VI BWV 830, Allemande in E Minor ","Urtext #28, Bach Six Partitas, p.98-99",,,,,,,1bSR5.1,,,,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Jr,Bach,Adagio (2nd mvt) in F Major from Concerto BWV 1052 in D Minor,,,7,,toJR01,,,,toJR,toJR,toJR,,,,,,,,,,,,,,,
23 Pedagogy,German,Junior,Bach,Allegretto in E Minor,,,,,,,,,,baJR,,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Int,Bach,Allegro (1st mvt)  from Concerto BWV 1052 in D Minor,,,,,toINT01,,,,toINT,toINT,toINT,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Int,Bach,Allegro (3rd mvt) from Concerto BWV 1052 in D Minor,,,,,toINT02,,,,toINT,toINT,toINT,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Int,Bach,Allegro assai (3rd mvt) from Concerto BWV 1058 in G Minor,,,,,toINT06,,,,toINT,toINT,toINT,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Int,Bach,Allegro con fuoco (3rd mvt) from Concerto BWV 1056 in F Minor,,,,,toINT04,,,,toINT,toINT,toINT,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Int,Bach,Allegro maestoso (1st mvt) from Concerto BWV 1058 in G Minor,,,,,toINT05,,,,toINT,toINT,toINT,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Int,Bach,Allegro moderato (1st mvt) from Concerto BWV 1056  in F Minor,,,,,toINT03,,,,toINT,toINT,toINT,,,,,,,,,,,,,,,
05 Eng. Suite,German,Intermediate,Bach,"English Suite #1 BWV 806, Bourree I in A Major",,,,,,,,,bINT,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Intermediate,Bach,"English Suite #2 BWV 807, Bourree I in A Minor",,,,,,,,,bINT,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Intermediate,Bach,"English Suite #3 BWV 808, Gavotte I in G Minor",,,,,,,,,bINT,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Junior,Bach,"English Suite #3 BWV 808, Gavotte II (or Musette) in G Major",,,,,,,,,bJR,,,,,,,,,,,3A,,,,,,
05 Eng. Suite,German,Junior,Bach,"English Suite #4 BWV 809, Menuet I in F Major",,,,,,,,,bJR,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Junior,Bach,"English Suite #4 BWV 809, Menuet II in D Minor",,,,,,,,,bJR,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Intermediate,Bach,"English Suite #5 BWV 810, Passepied I in E Minor",,,,,,,,,bINT,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Junior,Bach,"English Suite #5 BWV 810, Passepied II in E Major",,,,,,,,,bJR,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Intermediate,Bach,"English Suite #5 BWV 810, Sarabande in E Minor",,,,,,,,,bINT,,,,,,,,,,,,,,,,,
05 Eng. Suite,German,Intermediate,Bach,"English Suite #6 BWV 811, Gavotte I in D Major",,,,,,,,,bINT,,,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Senior,Bach,Fantasia BWV 906 in C Minor,,,,,,,,,,,,,7A,,,8A,,8A,,,,,,,,
03 Fughetto,German,Senior,Bach,Fughetta BWV 902 in G Major,,,,,,,,,,,,,,,6A,,,,,,,,,,,
10 Fugue,German,Advanced,Bach,Fugues BWV 0895-896 in A Minor & A Major,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Senior,Bach,"Italian Concerto BWV 917, Allegro in F Major",,,,,,,,,,,,,,,,,,,,,,,,,8A,
12 Adv.or Tocatta,German,Senior,Bach,"Italian Concerto BWV 917, Presto in F Major ",,,,,,,,,,,,,,8A,,,,,,,,,,8A,,
12 Adv.or Tocatta,German,Senior,Bach,"Italian Concerto BWV 971, Allegro in F Major",,,,,,,,,,,8A,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Concerto Jr,Bach,Largo (2nd mvt) in A Flat Major from Concerto BWV 1056 in F Minor,,,4,,toJR02,,,,toJR,toJR,toJR,,,,,,,,,,,,,,,
06 French Suite,German,Intermediate,Bach,"Overture in French Style BWV 831, Bourree in b ",,,,,,,,,,,,,,,,,,,,,,,,,,4A
09 Prelude,German,Senior,Bach,"Prelude BWV 871, WTC Bk.2 #02 in C Minor",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 872, WTC Bk.2 #03 in C# Major",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 874, WTC Bk.2 #05 in D Major",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 875, WTC Bk.2 #06 in D Minor",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 884, WTC Bk.2 #15 in G Major",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 885, WTC Bk.2 #16 in G Minor",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 889, WTC Bk.2 #20 in A Minor",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
09 Prelude,German,Senior,Bach,"Prelude BWV 893, WTC Bk.2 #24 in B Minor",,,,,,,,,,bSR,,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,Preludio & Fughetta BWV 900 in E Minor,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,Toccata BWV 912 Presto-Allegro in D Major,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,Toccata BWV 913 Allegro in D Minor,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,"Toccata BWV 913, Introduction & Presto in D Minor",,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,Toccata BWV 914 Fuga in E Minor,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,"Toccata BWV 914 Intro,Un poco allegro & Adagio in E Minor",,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,"Toccata BWV 915 Intro, Adagio, Allegro & Adagio in E Minor",,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,Toccata BWV 916 Allegro in G Major,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
12 Adv.or Tocatta,German,Advanced,Bach,Toccata BWV 916 Presto in G Major,,,,,,,,,,,bADV,,,,,,,,,,,,,,,
14 Early Classical,German,Intermediate,"Bach, C.P.E.",Solfeggietto in C Minor,"Piano Literature Vol.3, Bastien GP20, p.24-26, 35 bars",,,,,,004A,,,,,,5A,,5A,,4A,,,,,,,,,
23 Pedagogy,German,Elementary,"Bach, C.P.E.",Allegretto Scherzando in G Major,,,,15clJR,,,,,,baELE,,,,,,,,,,,,,,,,
23 Pedagogy,German,Junior,"Bach, C.P.E.",Allegro in G Major,,,,,,,,,,,3A,,,,,,,,,,,,,,,
23 Pedagogy,German,Elementary,"Bach, C.P.E.",Andantino Cantabile in D Major,,,,,,,,,,baELE,,,,,,,,,,,,,,,,
23 Pedagogy,German,Elementary,"Bach, C.P.E.",Arioso in C Major,,,,,,,,,,baELE,,,,,,,,,,,,,,,,
23 Pedagogy,German,Junior,"Bach, C.P.E.",La Sybille in C Minor,,,,,,,,,,baJR,,,,,,,,,,,,,,,,
